query_JID,query_title,similar_rank,similar_JID,similarity_score,similar_decision_year,similar_court,similar_title,shared_terms,similar_matched_strong_reduction_terms,similar_json_file,similar_reduction_snippet,similar_delay_snippet
"ULDV,113,建,10,20250630,1",給付工程款,3,"KSHV,109,建上更一,4,20241211,1",0.954,2024,臺灣高等法院高雄分院民事,給付承攬報酬,展延;工期;逾期;逾期違約金;違約金;遲延;過高;酌減;變更設計;工程款;驗收;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202412/臺灣高等法院高雄分院民事/KSHV,109,建上更一,4,20241211,1.json","依序不計工期50日、180日、65日、329日（排水箱涵部分11 2日、抗風索基礎部分217日），合計624日，是伊並無逾期 完工情事。詎被上訴人以伊逾期270日，逕自系爭工程款扣 除逾期違約金2,847萬9,971元。況縱有逾期，系爭工程已部 分完工，被上訴人依約以每日按契約總價1%計算逾期違約金 ，亦嫌過高，應予酌減，應依系爭契約第4條及民法第490、 179條規定返還溢扣之違約金，除原審判命被上訴人返還溢 扣違約金14萬2,400元本息確定外，其餘額為28,337,571元 。爰依上開法律關係，求為命被上訴人再給付上開餘額及自 起訴狀繕本送達翌日起算法定遲延利息之判決（上訴人逾此 部分之請求，業經確定，非本件","之聲請均駁回。 其餘上訴駁回。 第一、二審（除確定部分外及發回前第三審）訴訟費用由上訴人 負擔十分之三，餘由被上訴人負擔。 事實及理由 一、被上訴人主張：兩造於民國100年5月19日就「莫拉克颱風災 後復建工程計畫─桃源區桃源里聯絡道路復建工程」（下稱 系爭工程）簽訂工程採購契約（下稱系爭契約），約定由伊 承攬，施工期限為390日曆天，工程總價新臺幣（下同）1億 3,900萬元。系爭工程於同年4月24日開工，預定完工日為10 1年5月17日，嗣因颱風導致地形改變，歷經3次變更設計， 於102年8月20日完成所有工項，並於翌日申報竣工，結算金 額為1億4,158萬3,911元。惟系爭工程因①天候因素、②變更 設計、③被上訴人"
"ULDV,113,建,10,20250630,1",給付工程款,4,"TPHV,107,建上,38,20230221,1",0.9536,2023,臺灣高等法院民事,給付違約金等,展延;工期;逾期;逾期違約金;違約金;遲延;酌減;工程款;變更設計;過高;驗收;可歸責,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202302/臺灣高等法院民事/TPHV,107,建上,38,20230221,1.json",",887）。 ㈤、有關附表一編號5違約金部分：伊施作工項雖與規定不符，然 對於系爭工程並無重大影響，減價收受即以為足，實無必要 扣罰伊按減價金額2倍計算之懲罰性違約金。又系爭契約第4 條第1項違約金之性質應為損害賠償總額預定，陽明交大辦 理減價收受並未受有損害，扣罰伊2倍懲罰性違約金顯失公 平。原審雖予以酌減50%即81萬5,216元，仍屬過高等語，資 為抗辯。 乙、反訴及追加部分： 一、豪昱等2公司主張：系爭工程經2次變更設計後總價為1億8,8 54萬8,712元，扣除伊已請領之工程款後，陽明交大尚應給 付伊如附表二編號1所示工程尾款2,529萬1,030元。又依第 一次鑑定報告結論，施工期間有多項不可歸責於伊之事由","按於第二審為訴之變更或追加，非經他造同意，不得為之， 但擴張或減縮應受判決事項之聲明者，不在此限，民事訴訟 法第446條第1項、第255條第1項第3款定有明文。查上訴人 豪昱營造股份有限公司、互立機電工程股份有限公司（下分 稱豪昱公司、互立公司，合稱豪昱等2公司）於原審提起反 訴，請求陽明交大給付尚欠工程款及展延期間工程管理費等 新臺幣（下同）2,346萬7,384元本息，惟嗣於本院復就其反 訴請求金額為追加，而請求陽明交大應給付豪昱等2公司2,9 26萬0,770元，及其中2,346萬7,384元自106年5月9日起，其 餘579萬3,386元自109年3月3日起，均至清償日止，按年息5 %計算之利息（見本院卷二7"
"ULDV,113,建,10,20250630,1",給付工程款,5,"TPHV,109,建上,85,20250422,1",0.9522,2025,臺灣高等法院民事,給付工程款,展延;工期;逾期;逾期違約金;違約金;遲延;酌減;過高;驗收;變更設計;可歸責;工程款,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣高等法院民事/TPHV,109,建上,85,20250422,1.json","天為由，依 系爭契約第17條第1項約定對伊有逾期違約金債權新臺幣（ 下同）1億5,149萬8,826元，於108年6月17日逕自應給付伊 之工程款扣抵，並開立繳款書收據予伊。然系爭工程施工期 間有如附表一所示不可歸責於伊之展延或免計工期事由，伊 並無逾期。又縱認伊之履約仍有遲延，然違約金之約定顯屬 過高，應予酌減，其得一部請求被上訴人返還伊不當扣款1 億4,679萬2,515元。爰依民法第179條前段及系爭契約規定 ，求為判命被上訴人給付1億4,679萬2,515元，及自108年6 月18日起至清償日止，按年息5%計算之利息等語。 二、被上訴人則以：上訴人雖於106年8月18日申報竣工，然因其 施作瑕疵甚多如附表二",日曆天須先 完成初步沉澱池、生物處理池及二次沉澱池於標單總表中大 地工程、結構工程之工作項目，開工日起600日曆天內完成 全部工程，且國定假日、民俗節日、全國性選舉投票日及各 級主管機關臨時公布放假、星期日等均免計履約期日。伊依 約於103年10月11日申報開工，原定竣工日為105年9月30日 ，施工期間因被上訴人已核定展延工期69天，故預定竣工日 展延至106年2月2日。嗣伊於106年8月18日申報竣工，並經 被上訴人確認在案，於同年9月18日辦理初驗，於108年3月1 5日驗收合格。惟被上訴人以系爭工程施工及初驗、部分驗 收、驗收（合稱系爭驗收）之逾期日數超過200天為由，依 系爭契約第17條第1項約定
"TPHV,113,建上,46,20250610,1",返還違約金,1,"ILDV,112,建,5,20240605,1",0.9707,2024,臺灣宜蘭地方法院民事,返還違約金,過高;酌減;工期;逾期;逾期違約金;違約金;展延;公共工程;民法第252條;issue_partial_completion;遲延;承攬,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202406/臺灣宜蘭地方法院民事/ILDV,112,建,5,20240605,1.json","委員會）提出工期調解之聲請，於調解 過程中，兩造合意依公共工程委員會建議再展延工期77日曆 天而成立調解，系爭工程預定竣工日期變更為110年10月21 日中午12時，被告並按逾期日數，每日依契約價金總額1‰計 算，對原告計罰違約金3,452萬7,978元，並自應給付之工程 款中扣抵，惟原告認為計罰之逾期違約金過高，於112年6月 15日函請被告酌減違約金，被告於同年月16日收受後並無回 應。 ㈢原告雖因故未能如期完成系爭工程，惟原告早於109年10月7 日即應被告要求先行開放系爭工程之北上線通車，被告已享 有一半之通車利益，並於110年10月30日全線開放通車，此 時完成之工程進度已達96.745％，未完成部分應","基拓寬工程」（下稱系爭工程），於民國107年7月 30日簽訂工程契約（下稱系爭契約），約定契約價金新臺幣 （下同）6億4,962萬3,076元（含稅）。依系爭契約第7條第 1項約定之履約期限，系爭工程應於開工日起910日曆天內竣 工。原告於107年9月5日開工，原先預定竣工日為110年3月2 日，嗣經雙方同意展延工期155.5日曆天，預定竣工日變更 為110年8月5日中午12時，原告於110年12月11日竣工，經被 告於111年4月26日驗收合格，認定原告逾期128.5曆天，依 系爭契約結算金額6億7,044萬6,175元，以日為單位，按逾 期日數，每日依契約價金總額1‰計算為67萬446元，計罰違 約金8,615萬2,"
"TPHV,113,建上,46,20250610,1",返還違約金,2,"TPDV,114,建,6,20250912,1",0.951,2025,臺灣臺北地方法院民事,返還不當得利,過高;酌減;展延;工期;逾期;逾期違約金;違約金;公共工程;驗收;issue_extension_request;issue_partial_completion;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202509/臺灣臺北地方法院民事/TPDV,114,建,6,20250912,1.json",元）。 ㈢縱依契約價金5092萬1424元計算違約131日，亦應考量建照核 准遲延、歷經候鳥度冬期無法進行結構工程，甚至受到疫情 影響，致建築人力、原物料短缺等非可歸責於原告事由，如 以原告違約131日為基準計算之逾期違約金為667萬707元（ 計算式：5092萬1424元×1‰×131日＝667萬707元），實屬過高 ，應依民法第251條、第252條規定酌減逾期違約金至158萬1 57元，始為適當。則被告扣罰逾期違約金1018萬4284元，於 超過158萬157元部分，並無法律上原因，應依民法第179條 規定返還差額860萬4127元（計算式：1018萬4284元-158萬1 57元＝860萬4127元）予原告等語，爰依,日為108年7月20日，履約期限為109年10月11日，然系爭工 程遲至108年10月28日始完成建照中五大管線全部送審，致 原告因候鳥度冬期自108年10月16日開始，原預定於108年9 月5日進行雷達站房建築主體工程無法動工，非可歸責於原 告之因素，直至109年4月1日方能進行主體工程之開工，是 應展延47日（自108年7月20日起至108年9月4日止，此為日 曆天，下同），並扣除因天候因素展延2日（即108年8月13 日、108年8月24日），自應再展延45日（計算式：47日-2日 ＝45日）。 ㈡又訴外人台江國家公園管理處（下稱台江管理處）雖於109年 8月6日進行指勘，惟查核後尚須複驗，致系爭工程遲至109
"TPHV,113,建上,46,20250610,1",返還違約金,3,"TPDV,109,建,376,20210528,1",0.9423,2021,臺灣臺北地方法院民事,給付工程款,過高;酌減;展延;逾期;逾期違約金;違約金;工期;承攬;驗收;民法第252條;工程款;issue_partial_completion,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202105/臺灣臺北地方法院民事/TPDV,109,建,376,20210528,1.json","次6 「北棟二樓左右側電梯廳裝修及機電工程」及項次7「北棟 二樓綺麗珊瑚廁所修改工程」等工程，原告並未逾期，縱有 逾期亦不可歸責原告，被告不得扣罰逾期違約金。況縱認原 告得扣罰逾期違約金，被告扣罰逾期違約金之比例為百分之 1、千分之3、千分之5不等，均較政府採購契約範本所定扣 罰比例千分之1為高，依民法第252條規定亦應予以酌減，故 被告至多僅得扣罰逾期違約金2,071,571元，原告至少仍得 請求被告給付7,995,354元，為此，爰依民法第490條、第50 5條規定提起訴訟，並聲明：㈠被告應給付原告10,066,925元 ，及自起訴狀繕本送達被告翌日起至清償日止，按年息5%計 算之利息。㈡原告願供擔保，請准宣告假","工程款 未給付，嗣兩造於108年2月13日達成結算協議，確認修繕費 用為7,996,065元，自被告未付款中扣除，則被告尚積欠原 告工程款10,066,925元，原告既已完成交付前述工程，自得 依民法第490條、第505條規定請求被告給付未付之工程款10 ,066,925元。被告雖主張以附表「被告抗辯」欄所示逾期違 約金抵銷，然附表項次1「使照隔間與他項工程（西北棟） 」部分，逾期違約金為878,746元，原告不爭執；附表項次2 「西棟電影院及挑空區室內裝修工程」部分，依驗收紀錄原 告僅逾期1.5日，逾期違約金僅為660,000元；附表項次4「 北棟二樓綺麗珊瑚含B、C挑空區室內裝修工程、機電工程」 部分，"
"TPHV,113,建上,46,20250610,1",返還違約金,4,"SCDV,113,建,6,20241231,1",0.9386,2024,臺灣新竹地方法院民事,給付工程款,過高;酌減;展延;工期;逾期;逾期違約金;違約金;公共工程;遲延;承攬;驗收;issue_partial_completion,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202412/臺灣新竹地方法院民事/SCDV,113,建,6,20241231,1.json",連性，而就原請求之訴訟 及證據資料於相當程度範圍內具有同一性或一體性，在審理 時得加以利用，俾先後兩請求可在同一程序得加以解決，以 避免重複審理，庶能統一解決紛爭，用符訴訟經濟者即屬之 （最高法院96年台上第471號民事判決要旨參照）。原告起 訴時原主張請求權基礎為兩造簽訂之工程契約，並請求依民 法第252條規定酌減違約金。嗣於民國113年10月9日追加民 法第251條規定為請求權基礎（見本院卷第253頁），核原告 前開所為訴之變更，請求之基礎事實同一，合於前揭規定， 應予准許。 貳、實體方面： 一、原告主張： ㈠兩造於109年4月27日就「荷苞嶼排水系統—下竹圍中排二抽水 站治理工程」（下稱下竹圍工程）、「中三塊,"治理工程」（下稱下竹圍工程）、「中三塊排水系統水門 抽水站治理工程」（下稱中三塊工程）分別簽訂工程契約（ 下分別稱下竹圍契約、中三塊契約，合稱系爭2契約）。下 竹圍工程於109年5月7日開工，預定竣工日期為110年10月28 日，原告於111年1月10日竣工，並經被告於111年4月21日驗 收完畢，被告以原告逾期完工74日為由，自原告應得之工程 款內扣抵逾期違約金4,107,148元。中三塊工程於109年5月7 日開工，預定竣工日期為110年11月17日，原告於110年12月 22日竣工，並經被告於111年3月14日驗收完畢，被告以原告 逾期完工35日為由，自原告應得之工程款內扣抵逾期違約金 1,482,040元。"
"TPHV,113,建上,46,20250610,1",返還違約金,5,"NTDV,110,建,8,20230327,1",0.9362,2023,臺灣南投地方法院民事,給付工程款,過高;酌減;工期;逾期;違約金;逾期違約金;展延;承攬;驗收;工程款;issue_partial_completion;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202303/臺灣南投地方法院民事/NTDV,110,建,8,20230327,1.json","原告50 萬元。故被告本應給付原告429萬9,139元，扣除已給付之50 萬元後，應再給付原告379萬9,139元。 ㈢系爭次承攬工程既已完工驗收，且於工程結算驗收證明書上 就逾期違約金之部分亦記載為0元，足認原告並無被告所稱 工程逾期之情形。倘認原告確有逾期完工之情事，但系爭次 承攬契約書約定之違約金過高，應予酌減為每逾期1天應扣 除工程總價款之千分之1，較為合理，如此計算後原告尚可 向被告請求之金額為286萬5,812元。 ㈣依民法第490條、第505條規定及系爭次承攬契約之法律關係 提起本件訴訟，並聲明：被告應給付原告379萬9,139元，及 自起訴狀繕本送達翌日起至清償日止，按年息5%計算之利息","請領工程款。然於110年3月2日經兩造核 算後，系爭次承攬工程之工程總價款為1,748萬7,060元，扣 除被告代為支出款項1,318萬7,921元後(此部分兩造最終不 爭執被告為原告支出如附表三編號1至12部分，共1,280萬0, 018元)，被告尚應給付原告429萬9,139元，但被告卻違背誠 信，以原告逾期85天為由，主張於扣除逾期違約金379萬0,3 20元後，僅願給付原告50萬8,819元，並實際僅給付原告50 萬元。故被告本應給付原告429萬9,139元，扣除已給付之50 萬元後，應再給付原告379萬9,139元。 ㈢系爭次承攬工程既已完工驗收，且於工程結算驗收證明書上 就逾期違約金之部分亦記載為0元，足認原"
"PCDV,113,訴,1122,20250731,1",給付工程款,1,"CYDV,113,建,27,20260324,2",0.9723,2026,臺灣嘉義地方法院民事,給付工程款,逾期;違約金;逾期違約金;過高;工期;遲延;酌減;工程款;承攬;驗收;可歸責;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202603/臺灣嘉義地方法院民事/CYDV,113,建,27,20260324,2.json","張違約金，惟原告就本件工程已完成15,242,582元 (含稅)，佔原約定工程款總價之81.03%(計算式：15,242,58 2÷18,810,225=0.8103)，故未完成部分僅佔原合約工程總價 之18.97%(計算式：1-0.8103)，按原合約工程總金額計算延 遲罰金，顯失公平，爰依民法第251條規定請求准予酌減， 以維公允。 ⑵收尾工程支出1,187,680元： 兩造在佳里國小合約第18條約定：「…經甲方(即被告)限期 由乙方(即原告)改善或修補而拒絕者，甲方得解除合約或減 少價金之支付，乙方亦應賠償因遲延而生之損害」，然原告 在施作本件工程過程中，未接獲被告通知要進行瑕疵修復， 至被告提出尼克公司與「寬",",810,225元-已付款部分15,242,582元-模組 破損19,404元)，爰依系爭契約法律關係、民法第505條第1 項規定，請求被告給付工程款3,548,239元，並依民法第229 條第2項、第3項、第233條第1項、第203條規定請求法定遲 延利息。 ㈡對被告抗辯之意見： ⒈佳里國小合約部分： ⑴逾期罰款違約金848,370元： 佳里國小合約第15條未明確約定違約金性質屬「損害賠償額 預定性」或「懲罰性」，本件違約金應不具違約罰之性質， 而是債務不履行損害賠償額之預定。原告施作該工程雖有遲 延，惟本件統包即訴外人新光電力科技有限公司(下稱新光 公司)並未對旗下各承包商(包含被告之上游包商尼克公司)"
"PCDV,113,訴,1122,20250731,1",給付工程款,2,"TCHV,110,建上更一,24,20211229,1",0.9671,2021,臺灣高等法院臺中分院民事,請求給付工程款,過高;工期;逾期;逾期違約金;違約金;遲延;工程款;酌減;承攬;驗收;民法第252條;第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202112/臺灣高等法院臺中分院民事/TCHV,110,建上更一,24,20211229,1.json",並得請求履行債務，或不履行之損害 賠償（最高法院110年度台上字第2572號判決參照）。 系爭合約第15條第2項已明載：「本逾期違約金為懲罰 性違約金」（詳原審卷第10頁反面），自堪認定上開逾 期違約金之性質，係以強制債務人履行為目的之懲罰性 違約金。次按約定之違約金額過高者，法院得減至相當 之數額，為民法第252條所明定，惟此規定乃係賦與法 院得依兩造所提出之事證資料，斟酌社會經濟狀況並平 衡兩造利益而為妥適裁量、判斷之權限，非謂法院須依 職權蒐集、調查有關當事人約定之違約金額是否有過高 之事實，而因此排除債務人就違約金過高之利己事實，,穩公司有代築圓公司支付保險費5萬0196 元、106年9月16日以前代收支金額91萬6310元（含稅，未稅 金額為87萬2676元）及築圓公司請款單（總表）所列115萬7 560元（含稅，未稅金額為110萬2438元）。而築圓公司施工 進度落後，拖延其他廠商施工進度，其自106年7月2日至同 年10月20日共遲延110日，應依系爭合約第15條第2項約定， 給付立穩公司580萬9766元之逾期違約金；其自106年7月5日 至同年10月20日共遲延106日，應依106年7月13日會議紀錄 及同年月20日工務聯絡單，給付立穩公司559萬8502元之逾 期違約金，且由於上開違約金係本於不同約定所生，合計逾 期違約金為1140
"PCDV,113,訴,1122,20250731,1",給付工程款,3,"CHDV,111,建,44,20230427,1",0.9591,2023,臺灣彰化地方法院民事,損害賠償,逾期;違約金;遲延;過高;工期;工程款;承攬;逾期違約金;驗收;酌減;民法第252條;可歸責,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202304/臺灣彰化地方法院民事/CHDV,111,建,44,20230427,1.json",頁），應認為自111年10月27日開始 ，始影響被告正鈞營造與廖碧峯後續之施作，然系爭工程自 110年5月22日即已逾期，故被告辯稱因遭檢舉違章建築而影 響系爭工程之進行，並無理由。從而，系爭工程自110年5月 22日逾期，原告得請求之逾期天數，應計算至111年10月26 日止。 3、按「約定之違約金是否過高，應就債務人若能如期履行債務 時，債權人可得享受之一切利益為衡量之標準，而非以僅約 定1日之違約金額若干為衡量之標準。」、「查當事人約定 契約不履行之違約金過高者，法院固得依民法第252條以職 權減少至相當之數額，惟是否相當，仍須依一般客觀事實、 社會經濟狀況及當事人所受損害情形，以為酌定標準。而債,"（下稱系爭工程），並口頭承諾原告至交屋前，無須再支付 興建所需任何相關之行政費用，承包範圍外如有追加減帳， 於驗收交屋期間一併結算。系爭合約書第1條約定系爭工程 總金額為新臺幣（下同）12,500,000元整；第2條約定「建 造期間為一年六個月，以立契約日為起始日，如乙方（即被 告正鈞營造、廖碧峯）逾期完工，每逾一天乙方應賠償雙方 協定造價千分之一，連續停工連2個月時，其收授價金應加 倍返還甲方。」且系爭工程包含二次增建。原告於系爭工程 建造期間，均依施工之進度給付工程款，甚且曾應被告廖碧 峯之要求預付工程款，惟系爭工程自立約日之108年11月22 日起至111年7月，已歷時2年7個月，被告正鈞營造、廖碧峯"
"PCDV,113,訴,1122,20250731,1",給付工程款,4,"TPDV,114,建,167,20260424,1",0.956,2026,臺灣臺北地方法院民事,給付工程款,工期;逾期;違約金;遲延;逾期違約金;過高;工程款;承攬;酌減;驗收;可歸責;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202604/臺灣臺北地方法院民事/TPDV,114,建,167,20260424,1.json","。 ❷、再系爭工程之逾期日數為33日，逾期天數已超過30天，則依 系爭契約第19條第1項約定，應視為違約，被告另得依系爭 契約第22條第2項約定，計罰契約總價10％之懲罰性違約金， 依此計算懲罰性違約金為66萬6,650元【計算式：666萬6,50 0元×0.1】。 ⑨、被告請求原告給付之逾期違約金及懲罰性違約金應酌減至共 計33萬3325元： ❶、按約定之違約金過高者，法院得減至相當之數額，民法第252 條定有明文；而衡量違約金是否相當，即須依一般客觀事實 、社會經濟狀況及當事人所受損害情形，以為斟酌之標準。 又約定之違約金是否過高，應就債務人若能如期履行債務時 ，債權人可得享受之一切利益為衡量之標準。上開違約金酌","甚多玻璃工項未完整施打矽利康，被告催告未果，方委請訴 外人呈鑫玻璃有限公司施作，共計支出費用1萬9,192元（未 稅）。 ⑷、綜上，被告代雇工支出費用共計12萬8,731元（未稅），含稅 金額為13萬5,168元，依系爭契約第10條第1項約定，以1.5 倍計算之金額為20萬2,751元，並得自工程款中扣抵。 ⒉、遲延違約金361萬9,910元： 兩造約定原告應於113年9月19日前將系爭工程完工，然原告 未如期完工，被告為免延誤工期，另委請其他廠商施工，方 於114年3月20日LaLaport南港開幕日前將系爭工程完工，是 計算至開幕日前1日即114年3月19日，原告逾期181日，依系 爭契約第19條第1項約定，每逾1日被告"
"PCDV,113,訴,1122,20250731,1",給付工程款,5,"TCDV,114,建,30,20260123,1",0.9544,2026,臺灣臺中地方法院民事,損害賠償,逾期;違約金;遲延;過高;逾期違約金;工期;工程款;酌減;驗收;民法第252條;承攬;可歸責,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202601/臺灣臺中地方法院民事/TCDV,114,建,30,20260123,1.json",支付應付之工程款，嚴重影響被告施工進度 及資金調度，原告違反給付義務，卻將完工遲延責任歸咎於 被告，顯無理由，且被告業已施作系爭工程近90％，而原告 已付款總額僅600萬元，依系爭協議被告原告無庸再付工程 款，形同被告已承擔300萬元違約金，原告不得再請求逾期 違約金，況縱被告應負遲延責任，原告請求之違約金亦過高 ，應予酌減等語。並聲明：㈠原告之訴及假執行之聲請均駁 回。㈡如受不利判決，願供擔保免為假執行。 參、得心證之理由： 一、原告主張於111年11月16日與李榮賜簽訂系爭契約，約定 由李榮賜承攬系爭工程，並約定總工程款為900萬元、施 工期間自111年11月17日起至112年5月15日止，李榮賜屆,告其餘假執行之聲請駁回。 事實及理由 壹、原告主張： 原告於民國111年11月16日與被告棋安企業社即李榮賜（下 稱李榮賜）簽訂「工程契約書」（下稱系爭契約），約定由 李榮賜承攬門牌號碼臺中市○區○○路000號房屋（下稱系爭房 屋）之翻新工程（下稱系爭工程），並約定總工程款為新臺 幣（下同）900萬元，施工期間為自111年11月17日正式動工 起180日（即112年5月15日），逾期未完成驗收，每逾1日罰 總工程款1％。嗣因李榮賜未依約於112年5月15日前完成系爭 工程，李榮賜以被告李峻棋為連帶保證人，於113年8月27日 與原告簽立「工程契約書補充協議」（下稱系爭協議），約 定被告至遲應於113年10月31日
"TPDV,114,建,6,20250912,1",返還不當得利,1,"SCDV,113,建,6,20241231,1",0.9709,2024,臺灣新竹地方法院民事,給付工程款,過高;酌減;展延;工期;逾期;逾期違約金;違約金;可歸責;遲延;公共工程;驗收;issue_partial_completion,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202412/臺灣新竹地方法院民事/SCDV,113,建,6,20241231,1.json",連性，而就原請求之訴訟 及證據資料於相當程度範圍內具有同一性或一體性，在審理 時得加以利用，俾先後兩請求可在同一程序得加以解決，以 避免重複審理，庶能統一解決紛爭，用符訴訟經濟者即屬之 （最高法院96年台上第471號民事判決要旨參照）。原告起 訴時原主張請求權基礎為兩造簽訂之工程契約，並請求依民 法第252條規定酌減違約金。嗣於民國113年10月9日追加民 法第251條規定為請求權基礎（見本院卷第253頁），核原告 前開所為訴之變更，請求之基礎事實同一，合於前揭規定， 應予准許。 貳、實體方面： 一、原告主張： ㈠兩造於109年4月27日就「荷苞嶼排水系統—下竹圍中排二抽水 站治理工程」（下稱下竹圍工程）、「中三塊,"治理工程」（下稱下竹圍工程）、「中三塊排水系統水門 抽水站治理工程」（下稱中三塊工程）分別簽訂工程契約（ 下分別稱下竹圍契約、中三塊契約，合稱系爭2契約）。下 竹圍工程於109年5月7日開工，預定竣工日期為110年10月28 日，原告於111年1月10日竣工，並經被告於111年4月21日驗 收完畢，被告以原告逾期完工74日為由，自原告應得之工程 款內扣抵逾期違約金4,107,148元。中三塊工程於109年5月7 日開工，預定竣工日期為110年11月17日，原告於110年12月 22日竣工，並經被告於111年3月14日驗收完畢，被告以原告 逾期完工35日為由，自原告應得之工程款內扣抵逾期違約金 1,482,040元。"
"TPDV,114,建,6,20250912,1",返還不當得利,2,"SLDV,112,建,44,20240924,1",0.955,2024,臺灣士林地方法院民事,給付工程款,酌減;展延;工期;逾期;逾期違約金;違約金;過高;可歸責;驗收;公共工程;遲延;issue_extension_request,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣士林地方法院民事/SLDV,112,建,44,20240924,1.json","工44日為由，扣款逾期違約金3,33 9,600元。然系爭工程逾期係有如附表「原告主張展延事由 」欄所示之不可歸責於原告之事由，依系爭契約第17條第5 項第5款及第13款，原告就不可歸責原告之事由得以申請展 延，原告並未逾期完工，被告扣款並無法律上原因，應返還 不當得利。縱認被告得主張逾期違約金，本件違約金應酌減 至0元。另系爭工程既已完工並已驗收，被告即應依民法第4 90條及系爭契約第5條第1項第3款給付前述金額之報酬。另 外，系爭工程因不可歸責於原告之事由而延宕，致原告增加 工程管理費用608,316元（即系爭契約總價2.5%除以系爭工 程工程所得金額乘以展延日數163.5日。25,299,999×2.5%÷1","聲明，合於前揭規定 ，應予准許。 貳、實體部分： 一、原告主張：兩造於110年12月2日簽訂國防醫學院三軍總醫院 工程採購契約（下稱系爭契約），由原告承攬被告之汀洲院 區内視鏡及神經科部檢查室整修工程（下稱系爭工程），契 約總價為25,299,999元。原告於111年2月12日開工。系爭工 程原定工期為開工日起算170日曆天，預定竣工日為111年7 月31日，後於111年10月14日完工，並於111年12月25日驗收 合格。被告以原告逾期完工44日為由，扣款逾期違約金3,33 9,600元。然系爭工程逾期係有如附表「原告主張展延事由 」欄所示之不可歸責於原告之事由，依系爭契約第17條第5 項第5款及第13"
"TPDV,114,建,6,20250912,1",返還不當得利,3,"ILDV,111,建,5,20221215,1",0.9542,2022,臺灣宜蘭地方法院民事,返還不當得利等,酌減;過高;展延;工期;逾期;逾期違約金;違約金;可歸責;遲延;驗收;公共工程;issue_partial_completion,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202212/臺灣宜蘭地方法院民事/ILDV,111,建,5,20221215,1.json","並非原要求但原告未完成改善之項目，因此，若自此而 又繼續計算至106年8月2日通過審查之日為止，實屬不合 理！故此部分應不得認定是逾期。 ⒌綜上可見原告並無逾期之情形，則被告扣罰違約金自無理 由，且是屬於不當得利而應返還原告。 ⒍而縱退萬步認原告仍有逾期而應處違約金之情形，則請予酌減違約金：原告於長達數年之履約期間，都努力配合被告需求之變動而多次開會、解決問題並修改設計，增加付出人力、物力，且被告也從未催告有逾期或造成損害之情形，可見原告縱依契約約定而仍被認為有逾期，但所造成之損害應屬輕微，且存有非可全部可歸責於原告之因素，並衡量原告為履行債務之付出，因此處以2,464,948元違約金（或鈞院重新認定之金額），尚屬過高，應依鈞院認定之金","術園區中山堂周邊商業 區暨傳統戲曲育成中心之新建工程委託設計監造技術服務工 作契約（下稱系爭契約），系爭契約之工作範圍原來包括「 商業樓」及「育成中心」2個部分，但育成中心部分嗣經行 政院核准暫緩興建，因此兩造乃就該部分合意終止契約。但 本件之爭議範圍，仍包括該2個部分。 ㈡商業樓，請求返還遭不當扣罰之逾期違約金新臺幣（下同）2 ,464,948元部分： ⒈被告於108年3月27日發函表示略謂系爭服務工作案有遲延 履約情事，經核算逾期天數合計717天，依系爭契約第13 條規定，每日按服務費總額千分之0.5計算逾期違約金， 總額以服務費總額20%為上限，計為2,464,948元，且被告"
